seed_id,nid,news_id,category,summary,variant,headline,clickbait_penalty,faithfulness,clarity,specificity,attractiveness,non_clickbait,overall,rationale,ranking,best_variant,worst_variant,judge_model,judge_error,nid_existing,news_id_existing,category_existing,summary_existing,headline_existing,clickbait_penalty_existing
13,55398,N31239,travel,Game wardens are investigating a fatal crash involving an all-terrain passenger vehicle in a small town west of Belfast. The wardens say the crash killed 30-year-old Rachel Curtis of Montville in her hometown on Sunday. They say Curtis was a passenger on an ATV that was traveling on a dirt road when it crashed before noon. The warden service says it is working with the district attorney's office to determine if the driver of the ATV will be...,optimized,"Game wardens investigate fatal ATV crash in Montville, killing 30-year-old Rachel Curtis",0.000109494475,5,5,5,5,5,5,Identical to zero_shot; includes all essential and specific details.,"[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
13,55398,N31239,travel,Game wardens are investigating a fatal crash involving an all-terrain passenger vehicle in a small town west of Belfast. The wardens say the crash killed 30-year-old Rachel Curtis of Montville in her hometown on Sunday. They say Curtis was a passenger on an ATV that was traveling on a dirt road when it crashed before noon. The warden service says it is working with the district attorney's office to determine if the driver of the ATV will be...,agentic_selected,Game Wardens Investigate Fatal ATV Crash Near Belfast,7.326819e-05,4,4,3,4,4,4,Mentions the investigation but lacks specifics about the victim and is less clear on location.,"[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
14,5962,N6385,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,original,Environmentalists' new target? Charmin toilet paper,7.264664e-05,4,4,2,3,4,3,The headline hints at environmental issues but is vague on specifics.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
14,5962,N6385,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,zero_shot,Critics urge Procter & Gamble to address deforestation and use recycled materials,0.00012256012,5,5,4,4,5,5,Directly addresses the main issue and is clear and specific.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
14,5962,N6385,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,optimized,Critics urge Procter & Gamble to address deforestation and use recycled materials,0.00012256012,5,5,4,4,5,5,"Identical to zero_shot, effectively communicates key points.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
14,5962,N6385,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,agentic_selected,Environmentalists Call for Recycled Materials in Procter & Gamble Products,9.659691e-05,5,4,4,4,5,4,Prominent call to action but slightly less clear due to phrasing.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
15,52250,N35503,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,original,"Ford-UAW deal includes closing Romeo Engine Plant, moving 600 jobs",6.765447e-05,4,4,3,3,4,3,"The headline mentions the closure of a plant and job relocation, but it does not specifically mention the timing of the announcement.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
15,52250,N35503,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,zero_shot,Plant Officials Inform Workers of Tentative Contract Agreement Less Than 12 Hours Later,7.227006e-05,5,5,4,4,5,5,This headline accurately reflects the timing and nature of the communication to workers without exaggeration.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
15,52250,N35503,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,optimized,Plant Officials Inform Workers of Tentative Contract Agreement Less Than 12 Hours Later,7.227006e-05,5,5,4,4,5,5,"Identical to zero_shot, it's clear and faithfully details the event without added hype.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
15,52250,N35503,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,agentic_selected,Plant Officials Inform Workers of Contract Agreement Within 12 Hours,7.315411e-05,5,5,4,4,5,5,Effectively captures the timing of the announcement with no misleading elements.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
16,9698,N59081,travel,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",original,Top things to do in Tampa Bay this weekend: Oct. 18-20,0.9996277,2,3,2,3,4,2,Doesn't mention specific events or details.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
16,9698,N59081,travel,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",zero_shot,Tampa Theatre Hosts Halloween Film Festival with Live Shows and Talks,9.6256495e-05,5,5,5,4,5,5,Accurately represents the events with clarity and specifics.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
16,9698,N59081,travel,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",optimized,Tampa Theatre Hosts Halloween Film Festival with Live Shows and Talks,9.6256495e-05,5,5,5,4,5,5,Identical to zero_shot and equally effective.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
16,9698,N59081,travel,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",agentic_selected,Tampa Theatre Hosts Halloween Festival with Live Shows and Talks,9.391313e-05,5,5,4,4,5,4,Similar to zero_shot but slightly less specific.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
17,14125,N37428,news,State officials including Republican Gov. Greg Abbott have targeted Austin's left-leaning policies toward homelessness as encampments have grown more prevalent in Texas' capital city.,original,"Homeless Become More Visible in Austin, Sparking Political Clash",8.295399e-05,4,5,3,4,5,4,"While it captures the growing visibility of homelessness, it lacks specific mention of the political aspect of the clash.","[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,original,gpt-4o-mini,,,,,,,
17,14125,N37428,news,State officials including Republican Gov. Greg Abbott have targeted Austin's left-leaning policies toward homelessness as encampments have grown more prevalent in Texas' capital city.,zero_shot,"Texas Officials, Including Gov. Abbott, Criticize Austin's Homelessness Policies",8.792506e-05,5,5,5,4,5,5,"Directly reflects the actions of state officials and includes the key players, making it very faithful and clear.","[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,original,gpt-4o-mini,,,,,,,
17,14125,N37428,news,State officials including Republican Gov. Greg Abbott have targeted Austin's left-leaning policies toward homelessness as encampments have grown more prevalent in Texas' capital city.,optimized,"Texas Officials, Including Gov. Abbott, Criticize Austin's Homelessness Policies",8.792506e-05,5,5,5,4,5,5,"Identical to zero_shot, it effectively conveys the main issues with clarity and specificity.","[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,original,gpt-4o-mini,,,,,,,
17,14125,N37428,news,State officials including Republican Gov. Greg Abbott have targeted Austin's left-leaning policies toward homelessness as encampments have grown more prevalent in Texas' capital city.,agentic_selected,State Leaders Target Austin's Approach to Homeless Encampments,0.00010760845,4,4,4,4,5,4,Focuses on the targeting aspect but does not explicitly mention Gov. Abbott which slightly reduces specificity.,"[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,original,gpt-4o-mini,,,,,,,
18,64779,N9321,news,"President Donald Trump was at Walter Reed National Medical Center on Saturday for what the White House said were medical tests as part of his annual physical. The appointment wasn't on his weekend public schedule that was released Friday night, and his last physical was in February. Press secretary Stephanie Grisham said the 73-year-old Trump was ``anticipating a very busy 2020'' and wanted to take advantage of ``a free...",original,White House: Trump having tests as part of medical checkup,0.000117346244,5,5,4,4,5,4,Accurate and clear but lacks full specificity about the location.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
18,64779,N9321,news,"President Donald Trump was at Walter Reed National Medical Center on Saturday for what the White House said were medical tests as part of his annual physical. The appointment wasn't on his weekend public schedule that was released Friday night, and his last physical was in February. Press secretary Stephanie Grisham said the 73-year-old Trump was ``anticipating a very busy 2020'' and wanted to take advantage of ``a free...",zero_shot,Trump Undergoes Medical Tests at Walter Reed as Part of Annual Physical,0.00010371655,5,5,5,5,5,5,Comprehensive and engaging; covers all key elements.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
18,64779,N9321,news,"President Donald Trump was at Walter Reed National Medical Center on Saturday for what the White House said were medical tests as part of his annual physical. The appointment wasn't on his weekend public schedule that was released Friday night, and his last physical was in February. Press secretary Stephanie Grisham said the 73-year-old Trump was ``anticipating a very busy 2020'' and wanted to take advantage of ``a free...",optimized,Trump Undergoes Medical Tests at Walter Reed as Part of Annual Physical,0.00010371655,5,5,5,5,5,5,Identical to zero_shot; very effective headline.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
